,turns,victory_status,winner,increment_code,white_rating,black_rating,opening_eco,opening_name,opening_move_count
15427,54,resign,black,Rapid,1499,1667,C68,Ruy Lopez: Exchange Variation,7
15428,140,mate,black,Rapid,1579,1484,D00,Queen's Pawn Game #3,4
15429,73,draw,draw,Rapid,1485,1465,C00,St. George Defense,4
15430,49,mate,white,Rapid,1463,1201,C40,King's Pawn Game: Damiano Defense,4
15431,25,resign,white,Rapid,1785,1466,D00,Queen's Pawn Game: Stonewall Attack,5
15432,34,mate,black,Rapid,1470,1742,C00,French Defense: Knight Variation,3
15433,45,mate,white,Rapid,1786,1474,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
15434,44,mate,black,Rapid,1475,2012,C45,Scotch Game: Classical Variation,8
15435,123,mate,white,Rapid,1864,1477,A20,English Opening: King's English Variation,2
15436,43,resign,white,Rapid,1826,1480,C20,King's Pawn Game: Leonardis Variation,3
15437,39,resign,white,Rapid,1469,1469,B30,Sicilian Defense: Old Sicilian,4
15438,40,resign,black,Rapid,1302,1462,C48,Four Knights Game: Spanish Variation,7
15439,58,mate,black,Rapid,1469,1609,C60,Ruy Lopez: Cozio Defense,6
15440,66,resign,black,Rapid,1566,1455,A20,English Opening: King's English Variation,2
15441,22,mate,black,Rapid,1462,1610,C41,Philidor Defense: Philidor Countergambit |  Zukertort Variation,7
15442,54,resign,black,Rapid,1480,1231,B07,Pirc Defense #4,2
15443,52,mate,black,Blitz,1500,1698,B07,Rat Defense: Antal Defense,4
15444,61,resign,white,Rapid,1720,1783,B30,Sicilian Defense: Old Sicilian,4
15445,31,resign,white,Rapid,1855,1792,B21,Sicilian Defense: McDonnell Attack,3
15446,183,mate,white,Blitz,1847,1801,B20,Sicilian Defense: Bowdler Attack,3
15447,159,resign,white,Blitz,1792,1743,D30,Queen's Gambit Declined,4
15448,116,mate,black,Blitz,1798,1988,C02,French Defense: Advance Variation #4,6
15449,53,resign,white,Blitz,1788,1756,C55,Italian Game: Anti-Fried Liver Defense,6
15450,114,draw,draw,Blitz,1755,1789,D02,Queen's Pawn Game: Zukertort Variation,3
15451,96,resign,black,Rapid,1696,1789,C62,Ruy Lopez: Steinitz Defense,6
15452,141,resign,black,Rapid,1799,1832,C00,French Defense: Normal Variation,3
15453,151,resign,white,Rapid,1799,1500,D06,Queen's Gambit Refused: Austrian Defense,4
15454,98,resign,black,Rapid,1562,1799,D00,Queen's Pawn Game: Mason Attack,3
15455,105,outoftime,white,Rapid,1799,1500,D43,Semi-Slav Defense,8
15456,131,mate,white,Rapid,1851,1808,A00,Polish Opening,1
15457,77,resign,black,Rapid,1749,1799,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,11
15458,105,resign,white,Rapid,1790,1734,D21,Queen's Gambit Accepted: Rosenthal Variation,6
15459,55,mate,white,Rapid,1340,1790,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
15460,72,mate,black,Blitz,1801,1794,D06,Queen's Gambit Refused: Marshall Defense,4
15461,87,resign,white,Rapid,1801,1377,A40,Modern Defense,2
15462,62,mate,black,Rapid,1729,1801,B34,Sicilian Defense: Accelerated Dragon |  Exchange Variation,9
15463,53,mate,white,Rapid,1801,1729,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
15464,75,mate,white,Rapid,1500,1801,E12,Queen's Indian Defense,6
15465,26,mate,black,Rapid,1801,1500,A00,Kadas Opening,1
15466,142,mate,black,Blitz,1808,1914,D21,Queen's Gambit Accepted: Normal Variation,5
15467,49,resign,white,Rapid,1755,1821,E24,Nimzo-Indian Defense: Saemisch Variation |  Accelerated,9
15468,87,resign,white,Rapid,1716,1835,B21,Sicilian Defense: Smith-Morra Gambit #2,3
15469,88,draw,draw,Rapid,1835,1632,E12,Queen's Indian Defense,6
15470,107,resign,white,Rapid,1835,1632,E12,Queen's Indian Defense,6
15471,132,mate,black,Rapid,1847,1809,D11,Slav Defense: Bonet Gambit,7
15472,38,mate,black,Rapid,1860,1770,D06,Queen's Gambit Refused: Marshall Defense,4
15473,110,mate,black,Rapid,1784,1851,B30,Sicilian Defense: Old Sicilian,4
15474,81,mate,white,Rapid,1841,1832,D26,Queen's Gambit Accepted: Classical Defense |  Steinitz Variation |  Exchange Variation,12
15475,129,mate,white,Rapid,1850,1851,B32,Sicilian Defense: Open #3,7
15476,126,mate,black,Rapid,1851,1703,E12,Queen's Indian Defense,6
15477,123,resign,white,Rapid,1851,1703,E12,Queen's Indian Defense: Kasparov Variation,7
15478,222,draw,draw,Rapid,1851,1853,B07,King's Pawn Game: Maroczy Defense,4
15479,31,mate,white,Rapid,1839,1864,D21,Queen's Gambit Accepted: Normal Variation,5
15480,101,resign,white,Rapid,1808,1890,B50,Sicilian Defense,4
15481,74,resign,black,Rapid,1643,1878,B20,Sicilian Defense: Bowdler Attack,3
15482,97,resign,white,Rapid,1876,2621,E70,King's Indian Defense: Normal Variation,7
15483,88,outoftime,black,Rapid,1886,1880,B57,Sicilian Defense: Modern Variations |  Main Line,8
15484,114,draw,draw,Rapid,1875,1922,A40,Englund Gambit,2
15485,27,resign,black,Rapid,1828,1890,B80,Sicilian Defense: Scheveningen Variation,10
15486,31,resign,white,Rapid,2008,1840,A45,Trompowsky Attack,3
15487,52,mate,black,Rapid,1861,1882,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bogoljubov Variation,15
15488,72,resign,black,Rapid,1856,1836,B30,Sicilian Defense: Old Sicilian,4
15489,66,resign,white,Blitz,1865,1860,B20,Sicilian Defense: Bowdler Attack,3
15490,68,mate,black,Blitz,1814,1836,A52,Budapest Defense,6
15491,70,mate,black,Blitz,1869,1802,B20,Sicilian Defense: Bowdler Attack,3
15492,27,resign,white,Blitz,1865,1509,C55,Italian Game: Anti-Fried Liver Defense,6
15493,50,resign,black,Rapid,1542,1842,A81,Dutch Defense: Fianchetto Attack,3
15494,40,resign,black,Rapid,1594,1529,B57,Sicilian Defense: Modern Variations |  Main Line,8
15495,51,outoftime,white,Rapid,1428,1544,B20,Sicilian Defense: Staunton-Cochrane Variation,3
15496,118,resign,black,Rapid,1552,1648,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9
15497,89,outoftime,white,Rapid,1574,1562,D04,Queen's Pawn Game: Colle System,5
15498,67,draw,draw,Rapid,1590,1561,B20,Sicilian Defense: Staunton-Cochrane Variation,3
15499,31,resign,white,Rapid,1558,1235,D21,Queen's Gambit Accepted: Rosenthal Variation,6
15500,101,resign,white,Rapid,1547,1567,D20,Queen's Gambit Accepted: Old Variation,5
15501,37,outoftime,white,Rapid,1517,1559,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
15502,80,mate,black,Rapid,1429,1552,C00,French Defense: Knight Variation,3
15503,10,resign,black,Rapid,1675,1500,A00,Grob Opening,1
15504,30,resign,white,Rapid,1604,1700,C78,Ruy Lopez: Morphy Defense,9
15505,94,mate,black,Rapid,1444,1696,A21,English Opening: King's English Variation |  Reversed Sicilian,3
15506,78,mate,black,Blitz,1246,1694,C55,Italian Game: Two Knights Defense,6
15507,57,resign,white,Blitz,1684,1658,B12,Caro-Kann Defense: Maroczy Variation,5
15508,60,mate,black,Rapid,1689,1893,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
15509,41,mate,white,Rapid,1678,1698,A06,Zukertort Opening: Tennison Gambit,3
15510,81,resign,white,Rapid,1671,1553,B40,Sicilian Defense: Drazic Variation,6
15511,45,outoftime,white,Bullet,1659,1684,C02,French Defense: Advance Variation |  Wade Variation,10
15512,27,resign,white,Rapid,1695,1669,B20,Sicilian Defense: Bowdler Attack,3
15513,47,resign,black,Rapid,1680,1684,C50,Italian Game,5
15514,16,resign,black,Rapid,1696,1668,B20,Sicilian Defense: Bowdler Attack,3
15515,48,resign,white,Rapid,1692,1679,B20,Sicilian Defense: Bowdler Attack,3
15516,52,resign,black,Rapid,1702,1667,A01,Nimzo-Larsen Attack: Modern Variation #4,5
15517,63,mate,white,Rapid,1683,1677,B72,Sicilian Defense: Dragon |  6.Be3,11
15518,132,mate,black,Rapid,1688,1703,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
15519,53,resign,white,Blitz,1689,1699,B54,Sicilian Defense: Prins Variation,9
15520,77,mate,white,Blitz,1689,1655,C41,Philidor Defense #4,6
15521,54,resign,white,Blitz,1798,1697,A00,Van't Kruijs Opening,1
15522,56,mate,black,Rapid,1707,1756,B56,Sicilian Defense: Venice Attack,11
15523,60,resign,black,Rapid,1715,1804,C71,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,8
15524,53,resign,black,Rapid,1727,1702,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
15525,76,resign,black,Rapid,1748,1715,C21,Center Game #2,3
15526,51,mate,white,Rapid,2040,1718,D00,Queen's Pawn Game #2,3
15527,86,resign,white,Rapid,1713,1493,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
15528,109,mate,white,Rapid,1697,1725,D03,Queen's Pawn Game: Torre Attack,5
15529,84,resign,black,Rapid,1777,1712,B57,Sicilian Defense: Modern Variations |  Main Line,8
15530,43,resign,black,Rapid,1724,1697,C41,Philidor Defense #3,5
15531,72,mate,black,Rapid,1735,1747,C50,Giuoco Piano,6
15532,53,resign,white,Rapid,1757,1746,C44,Ponziani Opening: Jaenisch Counterattack,6
15533,93,mate,white,Rapid,1751,1753,C53,Italian Game: Classical Variation |  Albin Gambit,9
15534,34,resign,black,Rapid,1762,1847,C48,Four Knights Game: Spanish Variation,7
15535,54,mate,black,Rapid,1901,1746,D15,Slav Defense: Three Knights Variation,7
15536,90,outoftime,black,Rapid,1385,1756,A20,English Opening: King's English Variation |  Nimzowitsch Variation,3
15537,53,mate,white,Rapid,1754,1387,B27,Sicilian Defense,3
15538,72,resign,black,Rapid,1765,1774,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,17
15539,37,mate,white,Blitz,1308,1765,B20,Sicilian Defense: Bowdler Attack,3
15540,57,resign,white,Rapid,1788,1891,C01,French Defense: Exchange Variation |  Monte Carlo Variation,7
15541,36,resign,black,Rapid,1788,1563,B06,Modern Defense: Standard Line,5
15542,65,resign,white,Rapid,1878,1788,B12,Caro-Kann Defense: Advance Variation,5
15543,58,draw,draw,Blitz,1352,1788,C41,Philidor Defense #3,5
15544,49,mate,white,Rapid,1788,1698,C21,Danish Gambit Accepted |  Classical Defense,10
15545,50,resign,white,Rapid,2203,1788,B13,Caro-Kann Defense: Exchange Variation,5
15546,49,resign,white,Classical,1558,1289,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
15547,55,resign,white,Rapid,1443,1296,C24,Bishop's Opening: Berlin Defense,4
15548,18,resign,black,Rapid,1275,1281,D20,Queen's Gambit Accepted: Old Variation,5
15549,92,mate,black,Rapid,1291,1333,C44,Ponziani Opening: Jaenisch Counterattack,6
15550,109,outoftime,white,Rapid,1268,1303,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
15551,55,resign,white,Rapid,1291,1326,A04,Zukertort Opening: Sicilian Invitation,2
15552,57,resign,white,Rapid,1698,1293,C60,Ruy Lopez: Nuernberg Variation,6
15553,18,resign,black,Rapid,1297,1591,C21,Center Game,5
15554,29,draw,draw,Rapid,1300,1279,D01,Queen's Pawn Game: Chigorin Variation,4
15555,41,mate,white,Rapid,1265,1373,A20,English Opening: King's English Variation,2
15556,19,mate,white,Rapid,1348,1274,A00,Mieses Opening,1
15557,75,mate,white,Rapid,1264,1216,A00,Mieses Opening: Reversed Rat,2
15558,55,outoftime,white,Rapid,1465,1270,C21,Danish Gambit,5
15559,36,mate,black,Rapid,1343,1256,C20,King's Pawn Game: Wayward Queen Attack,3
15560,73,outoftime,white,Rapid,1286,1276,C46,Three Knights Opening: Steinitz Defense,6
15561,19,resign,white,Rapid,1564,1621,A85,Dutch Defense: Queen's Knight Variation,5
15562,26,resign,black,Rapid,1580,1390,A40,Horwitz Defense,2
15563,42,outoftime,black,Rapid,1569,1570,B20,Sicilian Defense,2
15564,55,mate,white,Rapid,1560,1518,E94,King's Indian Defense: Orthodox Variation |  Positional Defense |  Closed Line,15
15565,78,resign,black,Rapid,1567,1702,B12,Caro-Kann Defense: Advance Variation,5
15566,104,mate,black,Rapid,1500,1560,B25,Sicilian Defense: Closed Variation |  Traditional,4
15567,135,resign,white,Rapid,2029,2103,B57,Sicilian Defense: Magnus Smith Trap,15
15568,55,resign,white,Rapid,2094,2039,D06,Queen's Gambit Refused: Marshall Defense,4
15569,44,resign,black,Rapid,1462,1473,B57,Sicilian Defense: Modern Variations |  Main Line,8
15570,62,mate,black,Rapid,1533,1430,D20,Queen's Gambit Accepted: Old Variation,5
15571,28,resign,white,Rapid,1364,1463,C40,Elephant Gambit,4
15572,41,resign,black,Blitz,1491,1491,B00,King's Pawn Game: Nimzowitsch Defense,3
15573,18,resign,white,Blitz,1648,1509,C22,Center Game: Hall Variation,7
15574,80,resign,black,Blitz,1291,1494,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
15575,63,mate,white,Blitz,1474,1337,B21,Sicilian Defense: McDonnell Attack,3
15576,51,resign,white,Classical,1453,1306,C36,King's Gambit Accepted: Modern Defense #2,7
15577,39,resign,black,Rapid,1674,1557,D32,Tarrasch Defense,6
15578,36,resign,black,Rapid,1701,1618,D31,Queen's Gambit Declined: Queen's Knight Variation,5
15579,37,resign,white,Rapid,1795,1709,A00,Anderssen Opening,1
15580,39,mate,white,Rapid,1692,1889,D37,Queen's Gambit Declined: Three Knights Variation,7
15581,105,mate,white,Rapid,1663,1812,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
15582,20,resign,white,Rapid,1652,1635,E20,Nimzo-Indian Defense: Ragozin Variation,8
15583,69,resign,white,Rapid,1774,1660,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
15584,41,resign,white,Blitz,1591,1674,D00,Queen's Pawn Game: Mason Attack,3
15585,57,resign,white,Rapid,1595,1689,B30,Sicilian Defense: Old Sicilian,4
15586,91,mate,white,Rapid,1677,1683,D32,Queen's Gambit Declined: Tarrasch Defense: 4.cxd5 exd5,8
15587,87,resign,white,Rapid,1663,1711,D07,Queen's Gambit Refused: Chigorin Defense #3,6
15588,68,resign,black,Rapid,1674,1500,D20,Queen's Gambit Accepted: Old Variation,5
15589,44,resign,black,Rapid,1635,1663,B50,Sicilian Defense,4
15590,81,outoftime,white,Rapid,1666,1605,D20,Queen's Gambit Accepted,4
15591,111,resign,white,Rapid,1613,1680,B72,Sicilian Defense: Dragon |  6.Be3,11
15592,90,outoftime,black,Rapid,1535,1673,B20,Sicilian Defense: Bowdler Attack,3
15593,59,resign,white,Classical,1673,1607,A08,King's Indian Attack,4
15594,53,resign,white,Rapid,1620,1687,B21,Sicilian Defense: Smith-Morra Gambit #2,3
15595,62,resign,black,Rapid,1698,1739,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9
15596,111,outoftime,white,Rapid,1615,1714,B51,Sicilian Defense: Canal-Sokolsky Attack,5
15597,72,outoftime,black,Rapid,1725,1786,A50,Slav Indian,4
15598,65,resign,black,Rapid,1731,1711,B72,Sicilian Defense: Dragon |  6.Be3,11
15599,35,resign,white,Rapid,1699,1671,E20,Nimzo-Indian Defense: Ragozin Variation,8
15600,53,resign,white,Rapid,1679,1714,B20,Sicilian Defense: Bowdler Attack,3
15601,47,resign,white,Rapid,1447,1736,B53,Sicilian Defense: Chekhover Variation,7
15602,51,resign,black,Rapid,1750,1739,A04,Zukertort Opening: Sicilian Invitation,2
15603,19,resign,white,Rapid,1748,1283,A07,King's Indian Attack,3
15604,57,resign,black,Rapid,1752,2079,A05,King's Indian Attack: Symmetrical Defense,4
15605,70,mate,black,Rapid,1763,1738,B50,Sicilian Defense,4
15606,101,mate,white,Rapid,1598,1757,B50,Sicilian Defense,4
15607,57,resign,white,Rapid,1783,1530,C01,French Defense: Winawer Variation |  Delayed Exchange Variation,7
15608,76,resign,black,Rapid,1536,1726,C62,Ruy Lopez: Steinitz Defense,6
15609,62,mate,black,Rapid,1669,1520,B01,Scandinavian Defense,2
15610,56,resign,black,Rapid,1522,1941,B10,Caro-Kann Defense,2
15611,107,mate,white,Blitz,1681,1528,C41,Philidor Defense,5
15612,21,resign,black,Rapid,1536,1642,B01,Scandinavian Defense,2
15613,33,resign,white,Rapid,1743,1542,D02,Queen's Pawn Game: Zukertort Variation,3
15614,69,resign,white,Rapid,1527,1648,C41,Philidor Defense #4,6
15615,57,resign,white,Rapid,1652,1534,D07,Queen's Gambit Refused: Chigorin Defense |  Exchange Variation,6
15616,37,resign,white,Rapid,1681,1541,C41,Philidor Defense #3,5
15617,47,resign,white,Rapid,1626,1550,A20,English Opening: King's English Variation,2
15618,77,resign,black,Blitz,1558,1652,C41,Philidor Defense #3,5
15619,60,resign,black,Blitz,1567,1646,C44,King's Knight Opening: Normal Variation,4
15620,60,mate,black,Rapid,1576,1656,C62,Ruy Lopez: Steinitz Defense,6
15621,85,resign,white,Rapid,1558,1588,C20,King's Pawn Game: Wayward Queen Attack,3
15622,125,resign,white,Blitz,1576,1596,C00,French Defense: Two Knights Variation,5
15623,61,resign,white,Rapid,1833,1581,C41,Philidor Defense #2,4
15624,209,resign,white,Rapid,1859,1585,C41,Philidor Defense #3,5
15625,89,mate,white,Rapid,1680,1593,C41,Philidor Defense #3,5
15626,104,draw,draw,Blitz,1588,1756,C00,French Defense: Knight Variation,3
15627,49,resign,white,Rapid,1575,1643,C53,Italian Game: Classical Variation #2,7
15628,116,mate,black,Rapid,1583,1699,C00,French Defense #2,2
15629,77,resign,white,Blitz,1797,1588,C41,Philidor Defense #3,5
15630,78,resign,black,Blitz,1731,1572,C30,King's Gambit,3
15631,43,mate,white,Blitz,1565,1584,D00,Queen's Pawn Game #2,3
15632,34,resign,black,Rapid,1698,1568,C23,Bishop's Opening,3
15633,70,resign,black,Rapid,1572,1828,B20,Sicilian Defense: Bowdler Attack,3
15634,23,resign,white,Blitz,1645,1568,C41,Philidor Defense,5
15635,132,resign,white,Rapid,1623,1578,C41,Philidor Defense #2,4
15636,121,mate,white,Blitz,1657,1587,D02,Queen's Pawn Game: Symmetrical Variation,4
15637,50,resign,white,Blitz,1934,1590,D30,Queen's Gambit Declined,4
15638,51,resign,white,Rapid,1657,1600,C41,Philidor Defense #2,4
15639,45,mate,white,Rapid,1668,1610,D02,Queen's Pawn Game: Anti-Torre,4
15640,90,resign,black,Rapid,1616,1776,B53,Sicilian Defense: Chekhover Variation,7
15641,45,resign,white,Rapid,1607,1551,B06,Modern Defense,2
15642,26,resign,black,Rapid,1623,1594,C41,Philidor Defense #3,5
15643,19,resign,white,Rapid,2189,1595,D02,Queen's Pawn Game: Anti-Torre,4
15644,70,resign,white,Blitz,1581,1649,C41,Philidor Defense #4,6
15645,27,resign,white,Rapid,1710,1589,C27,Vienna Game,3
15646,99,resign,white,Blitz,1853,1593,C41,Philidor Defense #3,5
15647,52,mate,black,Blitz,1595,2030,B06,Modern Defense,2
15648,72,resign,black,Blitz,1589,1728,B01,Scandinavian Defense,2
15649,61,mate,white,Rapid,1956,1591,D30,Queen's Gambit Declined,4
15650,33,mate,white,Blitz,1832,1583,D37,Queen's Gambit Declined: Three Knights Variation,7
15651,85,resign,white,Blitz,1737,1590,C23,Bishop's Opening,3
15652,45,mate,white,Blitz,1712,1598,C00,French Defense: Knight Variation,3
15653,50,mate,black,Blitz,1211,1500,C55,Italian Game: Two Knights Defense,6
15654,43,mate,white,Rapid,1834,1218,C40,King's Pawn Game: Busch-Gass Gambit,4
15655,43,mate,white,Rapid,1742,1218,B00,King's Pawn Game: Nimzowitsch Defense,3
15656,17,mate,white,Rapid,1742,1218,B00,Owen Defense,2
15657,113,mate,white,Rapid,1500,1261,B00,Owen Defense,2
15658,18,resign,black,Rapid,1317,1538,B01,Scandinavian Defense,2
15659,46,mate,black,Rapid,1317,1500,C20,King's Pawn Game: Leonardis Variation,3
15660,23,mate,white,Rapid,1500,1317,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
15661,39,mate,white,Classical,1940,1327,B00,King's Pawn Game: Nimzowitsch Defense,3
15662,63,mate,white,Blitz,1504,1500,B00,Owen Defense,2
15663,102,outoftime,black,Rapid,1724,1847,C00,French Defense: Normal Variation,3
15664,24,resign,white,Rapid,1800,1733,E20,Nimzo-Indian Defense #2,5
15665,80,outoftime,black,Rapid,1741,1880,B32,Sicilian Defense: Loewenthal Variation,8
15666,25,mate,white,Rapid,1874,1748,B21,Sicilian Defense: McDonnell Attack,3
15667,12,resign,black,Rapid,1758,1815,C50,Italian Game: Schilling-Kostic Gambit,6
15668,56,mate,black,Rapid,1842,1743,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
15669,53,draw,draw,Rapid,1741,1804,B44,Sicilian Defense: Paulsen Variation,8
15670,63,resign,white,Rapid,1727,1800,B54,Sicilian Defense #2,6
15671,75,mate,white,Rapid,1847,1735,B23,Sicilian Defense: Closed #2,5
15672,33,resign,white,Rapid,1867,1743,C00,Queen's Pawn Game: Franco-Sicilian Defense,4
15673,42,resign,black,Rapid,1753,1811,C42,Russian Game: Stafford Gambit,6
15674,64,mate,black,Rapid,1809,1739,B20,Sicilian Defense: Bowdler Attack,3
15675,17,resign,black,Rapid,1811,1723,E00,Indian Game: Seirawan Attack,5
15676,34,resign,black,Rapid,1733,1802,C41,Philidor Defense,5
15677,41,resign,white,Rapid,1826,1743,D00,Queen's Pawn Game: Veresov Attack |  Alburt Defense,4
15678,37,mate,white,Rapid,1726,1856,C40,King's Pawn Game: McConnell Defense,4
15679,73,mate,white,Rapid,1710,1815,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
15680,110,outoftime,black,Rapid,1719,1817,C55,Italian Game: Anti-Fried Liver Defense,6
15681,41,resign,white,Rapid,1809,1729,B96,Sicilian Defense: Najdorf Variation,13
15682,62,resign,black,Rapid,1884,1710,A04,Zukertort Opening: Sicilian Invitation,2
15683,44,mate,black,Rapid,1797,1693,B92,Sicilian Defense: Najdorf Variation |  Opocensky Variation,11
15684,57,draw,draw,Rapid,1689,1801,B27,Sicilian Defense: Quinteros Variation,4
15685,49,mate,white,Rapid,1668,1891,B06,Robatsch (Modern) Defense,4
15686,55,resign,white,Rapid,1804,1677,A30,English Opening: Symmetrical Variation,2
15687,83,mate,white,Rapid,1805,1686,E00,Indian Game: Seirawan Attack,5
15688,52,mate,black,Rapid,1696,1812,B90,Sicilian Defense: Najdorf Variation,10
15689,26,resign,black,Rapid,1703,1880,C42,Russian Game: Urusov Gambit,5
15690,82,outoftime,black,Rapid,1890,1681,B95,Sicilian Defense: Najdorf Variation,12
15691,80,outoftime,black,Rapid,1690,1830,B00,Nimzowitsch Defense: Mikenas Variation,4
15692,37,resign,white,Rapid,1823,1700,B80,Sicilian Defense: Scheveningen Variation,10
15693,18,resign,white,Rapid,1679,1838,B00,Nimzowitsch Defense: Mikenas Variation,4
15694,47,outoftime,white,Rapid,1908,1697,B07,Pirc Defense #4,2
15695,42,resign,black,Rapid,1704,1903,C41,Philidor Defense #4,6
15696,71,resign,white,Rapid,1897,1713,B20,Sicilian Defense: Bowdler Attack,3
15697,71,outoftime,white,Rapid,1880,1722,B50,Sicilian Defense,4
15698,67,outoftime,white,Rapid,1888,1732,B50,Sicilian Defense,4
15699,75,outoftime,white,Rapid,1850,1744,E20,Nimzo-Indian Defense #2,5
15700,43,resign,white,Rapid,1792,1760,B50,Sicilian Defense,4
15701,41,resign,black,Rapid,1775,1816,C41,Philidor Defense #3,5
15702,69,outoftime,white,Rapid,1806,1793,A40,Horwitz Defense,2
15703,24,resign,white,Rapid,1772,1817,C50,Italian Game,5
15704,41,resign,black,Rapid,1772,1919,C41,Philidor Defense #4,6
15705,73,resign,white,Rapid,1877,1787,B52,Sicilian Defense: Canal Attack |  Main Line,6
15706,31,resign,white,Rapid,1886,1803,B54,Sicilian Defense #2,6
15707,37,resign,white,Rapid,1739,1830,E12,Queen's Indian Defense,6
15708,84,outoftime,black,Rapid,1852,1872,B06,Robatsch (Modern) Defense,4
15709,57,mate,white,Rapid,1861,1877,B21,Sicilian Defense: McDonnell Attack,3
15710,29,resign,white,Rapid,1850,1872,C50,Italian Game: Giuoco Pianissimo |  Normal,8
15711,56,outoftime,black,Rapid,1881,1830,C54,Italian Game: Classical Variation |  Greco Gambit |  Traditional Line,11
15712,36,resign,black,Blitz,1352,1610,C55,Italian Game: Two Knights Defense,6
15713,87,mate,white,Blitz,1605,1296,D00,Blackmar-Diemer Gambit Declined |  Lamb Defense,8
15714,114,mate,black,Blitz,1066,1602,C20,King's Pawn Opening: 2.b3,3
15715,53,resign,white,Rapid,1477,1602,B20,Sicilian Defense,2
15716,41,resign,white,Rapid,1602,1477,C02,French Defense: Advance Variation #4,6
15717,62,mate,black,Rapid,1708,2024,C44,King's Knight Opening: Konstantinopolsky,5
15718,63,resign,white,Rapid,2024,1708,B23,Sicilian Defense: Closed Variation,3
15719,54,mate,black,Rapid,1708,2024,E91,King's Indian Defense: Orthodox Variation,11
15720,38,resign,black,Rapid,1708,2024,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6
15721,115,draw,draw,Rapid,1458,1708,D04,Queen's Pawn Game: Colle System,5
15722,68,resign,black,Rapid,1708,1844,D02,Queen's Pawn Game: Anti-Torre,4
15723,21,resign,black,Rapid,1708,1500,C45,Scotch Game,7
15724,64,resign,white,Rapid,1545,1708,A45,Indian Game,2
15725,68,mate,black,Rapid,1708,1708,A45,Indian Game,2
15726,50,resign,black,Rapid,1500,1708,B86,Sicilian Defense: Sozin Attack,11
15727,61,mate,white,Rapid,1708,1500,D02,Queen's Pawn Game: Krause Variation,4
15728,8,resign,black,Rapid,1478,1708,B20,Sicilian Defense,2
15729,45,resign,white,Rapid,1708,1577,C02,French Defense: Advance Variation |  Nimzowitsch System,7
15730,86,resign,black,Rapid,1701,1708,A15,English Opening: Anglo-Indian Defense |  King's Indian Formation,4
15731,84,resign,black,Rapid,1520,1708,B50,Sicilian Defense,4
15732,37,mate,white,Rapid,1708,1410,D02,Queen's Pawn Game: Zukertort Variation,3
15733,119,resign,white,Rapid,1708,1410,B50,Sicilian Defense: Modern Variations |  Anti-Qxd4 Move Order,6
15734,45,resign,white,Rapid,1332,1708,B20,Sicilian Defense: Brick Variation,3
15735,46,resign,white,Rapid,2180,1708,B21,Sicilian Defense: McDonnell Attack,3
15736,84,resign,black,Rapid,1708,2180,D04,Queen's Pawn Game: Colle System,5
15737,45,draw,draw,Rapid,2180,1708,E72,King's Indian Defense: Normal Variation |  Deferred Fianchetto,9
15738,52,resign,black,Rapid,1323,1708,B10,Caro-Kann Defense,2
15739,25,resign,black,Rapid,1708,1540,B20,Sicilian Defense,2
15740,91,resign,white,Rapid,1954,1708,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,3
15741,3,resign,white,Rapid,1708,1215,A40,Englund Gambit,2
15742,45,resign,white,Rapid,1708,1668,D04,Queen's Pawn Game: Colle System,5
15743,64,resign,black,Rapid,1470,1708,B50,Sicilian Defense,4
15744,54,resign,black,Rapid,1708,1579,A07,King's Indian Attack,3
15745,101,resign,white,Rapid,1708,1638,A04,Zukertort Opening: Black Mustang Defense,2
15746,147,outoftime,white,Rapid,1708,1592,D02,Queen's Pawn Game: Chigorin Variation,4
15747,65,mate,white,Rapid,1371,1486,C40,King's Pawn Game: Damiano Defense,4
15748,90,outoftime,black,Rapid,1479,1475,C30,King's Gambit Declined |  Queen's Knight Defense,4
15749,61,mate,white,Rapid,1339,1490,C40,King's Pawn Game: Damiano Defense,4
15750,130,mate,black,Rapid,1506,1321,D00,Queen's Pawn Game: Chigorin Variation,3
