age,job,marital,education,in_default,avg_yearly_balance,housing_loan,personal_loan,contact_method,day,month,duration,campaign_contacts,prev_days,previous,prev_outcome,term_deposit
23,student,single,secondary,no,234,yes,no,cellular,18,5,33,5,354,7,other,no
29,admin.,single,secondary,no,306,yes,no,cellular,18,5,774,4,-1,0,unknown,yes
30,services,divorced,secondary,no,1336,yes,no,cellular,18,5,13,3,355,5,failure,no
30,admin.,single,secondary,no,3068,yes,no,cellular,18,5,227,2,-1,0,unknown,no
47,services,divorced,secondary,no,-1730,yes,yes,cellular,18,5,178,3,-1,0,unknown,no
54,retired,divorced,secondary,no,451,no,yes,cellular,18,5,42,4,280,5,failure,no
34,technician,divorced,secondary,no,17,yes,no,cellular,18,5,375,3,-1,0,unknown,no
28,technician,single,secondary,no,3,no,no,telephone,18,5,40,8,349,6,failure,no
38,management,single,tertiary,no,2368,yes,no,cellular,18,5,241,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,2528,yes,no,cellular,18,5,190,8,-1,0,unknown,no
30,management,single,tertiary,no,2017,yes,no,cellular,18,5,213,4,-1,0,unknown,no
36,technician,single,secondary,no,23,yes,no,cellular,18,5,69,2,333,2,failure,no
37,blue-collar,married,secondary,no,139,yes,no,cellular,18,5,412,5,-1,0,unknown,no
36,blue-collar,married,primary,no,106,yes,no,cellular,18,5,31,6,-1,0,unknown,no
35,blue-collar,single,secondary,no,-295,yes,yes,cellular,18,5,173,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,2752,yes,no,cellular,18,5,165,2,-1,0,unknown,no
29,management,single,tertiary,no,2637,yes,no,cellular,18,5,179,3,-1,0,unknown,no
30,technician,single,secondary,no,778,yes,no,cellular,18,5,22,2,346,2,failure,no
33,blue-collar,divorced,secondary,no,865,yes,no,cellular,18,5,158,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,179,yes,no,cellular,18,5,74,2,-1,0,unknown,no
43,services,single,secondary,no,-63,yes,no,cellular,18,5,92,3,374,1,other,no
35,management,single,tertiary,no,-292,yes,no,cellular,18,5,166,2,272,6,failure,no
23,blue-collar,single,secondary,no,668,yes,no,cellular,18,5,857,3,-1,0,unknown,no
40,technician,married,tertiary,no,1034,yes,no,cellular,18,5,368,2,-1,0,unknown,no
32,admin.,single,unknown,no,2692,yes,no,cellular,18,5,99,2,-1,0,unknown,no
25,blue-collar,single,primary,no,292,yes,yes,cellular,18,5,1027,2,-1,0,unknown,yes
33,admin.,single,secondary,no,-371,yes,yes,cellular,18,5,221,2,350,4,other,no
24,services,single,secondary,no,1299,yes,yes,cellular,18,5,113,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,320,yes,no,cellular,18,5,549,3,-1,0,unknown,no
32,management,married,tertiary,no,1041,yes,no,cellular,18,5,577,2,-1,0,unknown,no
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,5,567,2,-1,0,unknown,no
27,unemployed,single,secondary,no,259,yes,no,cellular,18,5,12,2,-1,0,unknown,no
42,blue-collar,married,primary,no,1687,yes,no,cellular,18,5,14,3,178,3,other,no
56,admin.,married,secondary,no,95,yes,no,cellular,18,5,428,2,-1,0,unknown,no
40,technician,single,secondary,no,191,yes,no,cellular,18,5,19,4,374,1,other,no
34,blue-collar,single,primary,no,4723,yes,no,cellular,18,5,350,3,-1,0,unknown,no
29,entrepreneur,single,tertiary,no,219,yes,no,cellular,18,5,76,2,356,1,failure,no
30,retired,single,secondary,no,48,no,no,cellular,18,5,142,2,300,1,other,no
34,management,single,tertiary,no,-578,yes,no,cellular,18,5,767,2,-1,0,unknown,yes
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,5,61,3,350,5,other,no
49,management,married,tertiary,no,3063,yes,no,cellular,18,5,68,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,5,732,2,291,5,failure,yes
22,management,single,tertiary,no,103,yes,no,cellular,18,5,130,2,-1,0,unknown,no
32,technician,single,tertiary,no,2684,yes,no,cellular,18,5,542,2,-1,0,unknown,yes
25,management,married,tertiary,no,127,yes,no,cellular,18,5,695,2,-1,0,unknown,no
31,technician,single,tertiary,no,-241,yes,no,cellular,18,5,333,2,355,1,failure,no
33,blue-collar,married,secondary,no,18,yes,no,cellular,18,5,312,3,-1,0,unknown,no
33,technician,single,secondary,no,1279,yes,no,cellular,18,5,239,2,349,3,success,no
29,blue-collar,divorced,unknown,no,101,yes,no,cellular,18,5,295,2,355,4,failure,no
29,management,married,tertiary,no,318,yes,no,cellular,18,5,1434,2,356,4,failure,no
37,admin.,single,secondary,no,16,no,no,cellular,18,5,488,5,336,2,failure,no
34,blue-collar,married,secondary,no,355,yes,no,cellular,18,5,189,3,348,3,failure,no
23,student,single,secondary,no,2530,yes,no,cellular,18,5,194,3,364,3,other,no
34,management,married,tertiary,no,1657,yes,no,cellular,18,5,566,2,356,4,failure,no
26,services,single,primary,no,-32,yes,no,cellular,18,5,486,2,336,6,other,no
30,management,married,tertiary,no,1814,yes,no,cellular,18,5,207,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,-83,yes,no,cellular,18,5,179,4,-1,0,unknown,no
28,blue-collar,married,primary,no,519,yes,no,cellular,18,5,82,9,-1,0,unknown,no
22,student,single,primary,no,110,yes,no,cellular,18,5,237,2,-1,0,unknown,no
35,admin.,single,secondary,no,181,yes,no,cellular,18,5,217,4,301,1,failure,no
51,blue-collar,single,primary,no,55,yes,no,cellular,18,5,351,2,-1,0,unknown,no
33,management,single,secondary,no,219,yes,no,cellular,18,5,19,4,-1,0,unknown,no
27,entrepreneur,married,secondary,no,97,yes,yes,cellular,18,5,13,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,5,112,4,349,1,failure,no
34,admin.,married,secondary,no,393,yes,no,cellular,18,5,222,4,355,1,failure,no
59,retired,divorced,primary,no,47,yes,no,telephone,18,5,110,3,374,1,failure,no
35,management,single,tertiary,no,9336,yes,no,cellular,18,5,311,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,294,yes,no,cellular,18,5,466,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,5,80,3,329,3,failure,no
31,blue-collar,married,secondary,no,512,yes,no,cellular,18,5,109,2,-1,0,unknown,no
39,blue-collar,divorced,primary,no,815,yes,no,cellular,18,5,22,3,-1,0,unknown,no
43,self-employed,married,secondary,no,487,yes,no,telephone,18,5,54,2,279,4,failure,no
33,management,single,tertiary,no,1304,yes,no,cellular,18,5,536,2,-1,0,unknown,yes
38,blue-collar,married,primary,no,5643,yes,no,cellular,18,5,106,2,362,1,failure,no
28,technician,single,secondary,no,-16,yes,no,cellular,18,5,251,3,-1,0,unknown,no
45,admin.,single,secondary,no,2394,yes,yes,telephone,18,5,895,12,-1,0,unknown,no
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,5,11,4,355,1,other,no
45,admin.,married,secondary,no,14,no,yes,cellular,18,5,8,9,353,5,failure,no
30,services,single,secondary,no,177,yes,no,cellular,18,5,187,4,356,2,other,no
30,services,married,secondary,no,1808,yes,no,cellular,18,5,83,2,-1,0,unknown,no
34,blue-collar,married,primary,no,-1,yes,no,cellular,18,5,1057,6,355,1,other,yes
24,blue-collar,single,primary,no,174,yes,no,cellular,18,5,22,3,-1,0,unknown,no
36,entrepreneur,married,secondary,no,246,yes,no,cellular,18,5,427,4,-1,0,unknown,no
29,management,divorced,tertiary,no,559,yes,no,cellular,18,5,6,4,-1,0,unknown,no
36,blue-collar,single,primary,no,90,yes,no,cellular,18,5,50,2,360,1,failure,no
48,blue-collar,married,secondary,no,5306,yes,no,cellular,18,5,66,2,368,1,failure,no
32,blue-collar,married,unknown,no,1267,yes,no,cellular,18,5,66,2,-1,0,unknown,no
28,services,single,secondary,no,129,yes,no,cellular,18,5,32,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,876,yes,no,telephone,18,5,93,2,-1,0,unknown,no
40,management,divorced,tertiary,no,-75,yes,no,cellular,18,5,193,2,-1,0,unknown,no
47,services,married,secondary,no,49,yes,no,cellular,18,5,250,4,-1,0,unknown,no
47,blue-collar,single,secondary,no,57,yes,no,cellular,18,5,72,3,369,4,failure,no
29,admin.,single,secondary,no,596,yes,no,cellular,18,5,172,2,346,6,failure,no
58,management,married,primary,no,76,yes,no,telephone,18,5,54,4,-1,0,unknown,no
31,management,single,secondary,no,1310,yes,no,cellular,18,5,12,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,84,yes,no,cellular,18,5,6,2,-1,0,unknown,no
29,management,married,tertiary,no,1387,yes,no,cellular,18,5,256,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,463,yes,no,cellular,18,5,11,11,360,4,failure,no
26,blue-collar,married,primary,no,172,yes,no,cellular,18,5,410,3,354,3,failure,no
34,technician,married,secondary,no,118,yes,no,cellular,18,5,53,4,262,2,failure,no
24,technician,single,secondary,no,-156,yes,no,cellular,18,5,4,2,-1,0,unknown,no
33,self-employed,single,secondary,no,136,yes,no,cellular,18,5,30,2,336,13,other,no
27,technician,single,secondary,no,78,yes,yes,cellular,18,5,5,2,-1,0,unknown,no
57,retired,married,primary,no,341,yes,no,telephone,18,5,27,10,-1,0,unknown,no
24,technician,single,secondary,no,-73,yes,no,cellular,18,5,7,2,-1,0,unknown,no
28,admin.,single,primary,no,25,yes,no,cellular,18,5,296,2,-1,0,unknown,no
33,blue-collar,married,primary,no,-132,yes,yes,cellular,18,5,170,6,-1,0,unknown,no
30,blue-collar,single,secondary,no,583,no,no,cellular,18,5,453,2,-1,0,unknown,no
28,services,married,secondary,no,38,yes,no,cellular,18,5,16,5,355,3,other,no
34,blue-collar,single,primary,no,18,no,no,cellular,18,5,324,4,360,3,other,no
39,technician,married,secondary,no,6,yes,no,cellular,18,5,122,3,357,4,failure,no
25,blue-collar,single,secondary,no,286,yes,no,cellular,18,5,663,2,-1,0,unknown,no
51,services,married,primary,no,636,yes,yes,telephone,18,5,36,6,-1,0,unknown,no
24,blue-collar,single,secondary,no,-398,yes,no,cellular,18,5,14,3,355,4,other,no
29,blue-collar,married,secondary,no,97,yes,no,cellular,18,5,342,4,-1,0,unknown,no
32,blue-collar,single,unknown,no,258,yes,no,cellular,18,5,291,2,-1,0,unknown,no
27,technician,married,tertiary,no,176,yes,no,cellular,18,5,10,2,350,7,other,no
22,services,married,secondary,no,817,yes,no,cellular,18,5,128,3,-1,0,unknown,no
24,admin.,single,secondary,no,843,yes,no,cellular,18,5,22,2,-1,0,unknown,no
32,admin.,divorced,secondary,yes,5,yes,yes,cellular,18,5,82,3,363,2,other,no
35,services,married,secondary,no,0,yes,no,cellular,18,5,146,2,-1,0,unknown,no
31,technician,married,secondary,no,-119,yes,no,cellular,18,5,9,5,-1,0,unknown,no
31,entrepreneur,married,primary,no,-98,yes,no,cellular,18,5,9,3,362,7,failure,no
31,admin.,single,secondary,no,-422,yes,no,cellular,18,5,64,2,329,15,other,no
32,technician,married,secondary,no,580,yes,no,cellular,18,5,8,4,279,2,other,no
30,blue-collar,divorced,primary,no,-258,yes,no,cellular,18,5,18,2,-1,0,unknown,no
40,services,married,secondary,no,664,yes,yes,cellular,18,5,29,5,-1,0,unknown,no
28,admin.,married,secondary,no,576,yes,yes,cellular,18,5,20,6,-1,0,unknown,no
31,unemployed,single,secondary,no,500,yes,no,cellular,18,5,184,2,350,2,failure,no
31,blue-collar,single,primary,no,342,yes,no,cellular,18,5,284,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,503,yes,yes,cellular,18,5,24,2,-1,0,unknown,no
28,technician,single,tertiary,no,426,no,no,cellular,18,5,11,4,355,1,other,no
27,technician,single,secondary,no,155,yes,no,cellular,18,5,26,4,-1,0,unknown,no
24,entrepreneur,single,secondary,no,69,yes,no,cellular,18,5,35,3,-1,0,unknown,no
32,admin.,single,tertiary,no,902,yes,no,cellular,18,5,50,7,-1,0,unknown,no
49,admin.,married,secondary,no,880,yes,yes,cellular,18,5,22,3,-1,0,unknown,no
27,technician,single,secondary,no,1842,yes,yes,cellular,18,5,687,2,300,1,failure,no
24,services,married,secondary,no,183,yes,no,cellular,18,5,453,4,-1,0,unknown,no
35,technician,married,secondary,no,-706,yes,yes,cellular,18,5,44,2,-1,0,unknown,no
28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,5,638,2,-1,0,unknown,yes
40,blue-collar,married,primary,no,592,yes,no,cellular,18,5,80,3,350,2,failure,no
29,blue-collar,single,secondary,no,1472,no,no,cellular,18,5,246,2,-1,0,unknown,no
57,services,married,secondary,no,668,yes,yes,telephone,18,5,12,5,-1,0,unknown,no
47,admin.,married,secondary,no,-121,yes,yes,cellular,18,5,167,4,314,4,failure,no
36,blue-collar,married,secondary,no,-173,yes,no,cellular,18,5,197,3,-1,0,unknown,no
49,admin.,single,secondary,no,1150,yes,no,cellular,18,5,126,2,355,1,failure,no
24,blue-collar,single,secondary,no,5482,yes,no,cellular,18,5,424,2,-1,0,unknown,no
37,management,single,tertiary,no,10269,yes,no,cellular,18,5,28,2,-1,0,unknown,no
32,technician,single,secondary,no,-472,yes,yes,cellular,18,5,121,2,-1,0,unknown,no
40,management,married,tertiary,no,198,yes,no,cellular,18,5,214,5,364,8,failure,no
26,admin.,single,secondary,no,483,yes,no,cellular,18,5,305,2,-1,0,unknown,no
33,self-employed,married,secondary,no,711,yes,no,cellular,18,5,90,2,-1,0,unknown,no
22,services,single,secondary,no,236,yes,no,cellular,18,5,236,2,-1,0,unknown,no
32,blue-collar,single,secondary,no,135,yes,no,cellular,18,5,232,2,-1,0,unknown,no
37,admin.,single,secondary,no,176,yes,no,cellular,18,5,80,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,1421,yes,no,cellular,18,5,209,2,-1,0,unknown,no
33,management,single,secondary,no,2955,yes,no,cellular,18,5,178,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,23,yes,no,cellular,18,5,11,6,367,1,other,no
28,blue-collar,single,primary,no,426,yes,no,cellular,18,5,953,3,-1,0,unknown,no
24,student,single,secondary,no,508,yes,no,telephone,18,5,12,3,374,1,other,no
46,services,married,primary,no,116,yes,no,cellular,18,5,267,4,341,3,failure,no
32,technician,single,unknown,no,-301,yes,no,cellular,18,5,176,2,-1,0,unknown,no
32,self-employed,single,secondary,no,518,yes,no,cellular,18,5,34,7,-1,0,unknown,no
33,technician,single,secondary,no,-363,yes,no,cellular,18,5,214,2,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,-314,yes,no,cellular,18,5,7,5,-1,0,unknown,no
30,admin.,single,secondary,no,2,yes,no,telephone,18,5,56,9,-1,0,unknown,no
30,blue-collar,single,secondary,no,1837,yes,no,cellular,18,5,109,2,-1,0,unknown,no
35,technician,single,secondary,no,-196,yes,no,cellular,18,5,45,2,-1,0,unknown,no
35,technician,single,secondary,no,225,yes,no,cellular,18,5,7,5,-1,0,unknown,no
38,technician,single,secondary,no,-242,yes,no,cellular,18,5,1173,3,278,6,success,yes
29,blue-collar,married,primary,no,79,yes,no,cellular,18,5,27,4,356,2,failure,no
38,management,divorced,tertiary,no,-199,yes,no,cellular,18,5,15,3,-1,0,unknown,no
23,services,single,secondary,no,1393,yes,yes,cellular,18,5,42,8,-1,0,unknown,no
27,technician,single,secondary,no,292,yes,no,telephone,18,5,45,4,-1,0,unknown,no
36,blue-collar,married,primary,no,1548,yes,yes,cellular,18,5,226,2,-1,0,unknown,no
25,services,married,secondary,no,121,yes,no,cellular,18,5,477,3,356,3,other,no
24,services,single,secondary,yes,-1414,yes,yes,cellular,18,5,171,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1124,yes,no,cellular,18,5,82,4,-1,0,unknown,no
37,blue-collar,married,unknown,no,-118,yes,no,cellular,18,5,21,2,-1,0,unknown,no
29,management,single,tertiary,no,722,yes,no,telephone,18,5,81,4,-1,0,unknown,no
35,services,single,secondary,no,719,yes,no,cellular,18,5,1359,3,368,3,failure,yes
43,services,married,tertiary,no,519,yes,no,cellular,18,5,715,6,-1,0,unknown,no
31,blue-collar,single,secondary,no,707,yes,no,cellular,18,5,52,2,-1,0,unknown,no
42,services,married,secondary,no,1165,yes,no,cellular,18,5,485,6,-1,0,unknown,no
38,technician,married,secondary,no,976,yes,no,cellular,18,5,32,8,308,3,success,no
26,admin.,single,secondary,no,236,yes,yes,cellular,18,5,8,2,-1,0,unknown,no
27,student,single,secondary,no,568,yes,no,cellular,18,5,28,6,-1,0,unknown,no
28,admin.,single,secondary,no,0,yes,yes,cellular,18,5,390,5,-1,0,unknown,yes
38,services,divorced,secondary,no,710,yes,no,cellular,18,5,1880,2,-1,0,unknown,no
29,unemployed,single,tertiary,no,497,yes,no,cellular,18,5,642,3,298,6,success,yes
20,blue-collar,single,secondary,no,76,yes,no,cellular,18,5,639,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,1113,yes,no,cellular,22,5,135,1,108,2,other,no
46,management,single,tertiary,no,6651,no,no,cellular,22,5,114,1,60,1,failure,no
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,5,324,1,106,1,failure,yes
45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,5,582,1,95,2,success,yes
31,services,single,secondary,no,2252,no,no,cellular,22,5,394,1,-1,0,unknown,no
37,management,married,tertiary,no,3723,no,no,cellular,22,5,354,1,-1,0,unknown,yes
58,management,divorced,tertiary,no,4256,no,no,cellular,22,5,121,1,-1,0,unknown,no
32,technician,single,tertiary,no,1625,no,no,cellular,22,5,796,1,109,1,failure,yes
27,student,single,secondary,no,1925,no,no,cellular,22,5,190,1,-1,0,unknown,no
59,admin.,married,secondary,no,106,no,no,cellular,22,5,186,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,603,no,no,cellular,22,5,204,1,-1,0,unknown,no
31,management,single,tertiary,no,12607,no,no,cellular,22,5,150,1,-1,0,unknown,no
45,admin.,married,secondary,no,6971,no,no,cellular,22,5,119,1,-1,0,unknown,no
24,management,single,tertiary,no,3197,no,no,cellular,22,5,172,1,-1,0,unknown,no
33,management,married,tertiary,no,81,yes,no,cellular,22,5,104,1,186,1,failure,no
27,management,single,tertiary,no,377,no,no,cellular,22,5,91,1,-1,0,unknown,no
39,management,married,secondary,no,18,yes,no,cellular,22,5,230,1,-1,0,unknown,no
38,self-employed,married,secondary,no,8094,no,no,cellular,22,5,94,7,-1,0,unknown,no
30,management,married,tertiary,no,877,no,no,cellular,22,5,122,2,108,3,failure,no
54,technician,married,tertiary,no,1188,yes,no,cellular,22,5,89,1,-1,0,unknown,no
36,technician,single,secondary,no,54,no,no,cellular,22,5,563,1,-1,0,unknown,no
55,management,married,unknown,no,1504,yes,no,cellular,22,5,338,2,-1,0,unknown,yes
39,technician,married,secondary,no,2266,no,no,cellular,22,5,86,1,93,4,success,no
43,unemployed,single,unknown,no,3274,yes,no,cellular,22,5,680,1,95,1,failure,no
36,management,single,tertiary,no,490,no,no,cellular,22,5,72,1,-1,0,unknown,no
29,management,single,tertiary,no,265,no,no,cellular,22,5,491,1,-1,0,unknown,yes
37,admin.,married,secondary,no,1314,yes,no,cellular,22,5,74,1,14,9,failure,no
49,unemployed,married,tertiary,no,377,no,no,cellular,22,5,158,1,59,2,failure,no
37,services,married,secondary,no,1543,yes,no,cellular,22,5,298,1,10,6,failure,yes
59,management,married,tertiary,no,2239,no,no,cellular,22,5,431,1,-1,0,unknown,yes
47,technician,married,secondary,no,3519,no,yes,telephone,22,5,152,1,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,no,cellular,22,5,168,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,507,yes,no,cellular,22,5,210,1,-1,0,unknown,no
27,technician,divorced,secondary,no,1977,yes,no,cellular,22,5,449,1,-1,0,unknown,yes
34,admin.,married,tertiary,no,10,no,no,cellular,22,5,81,1,-1,0,unknown,no
59,management,divorced,tertiary,yes,0,no,no,cellular,22,5,239,1,-1,0,unknown,no
31,services,single,secondary,no,658,no,no,cellular,22,5,100,1,-1,0,unknown,no
28,student,single,secondary,no,5916,no,no,cellular,22,5,259,1,63,5,failure,no
39,management,single,tertiary,no,0,yes,no,cellular,22,5,271,1,93,3,success,yes
58,retired,divorced,primary,no,720,no,no,telephone,22,5,250,1,94,4,success,no
59,services,single,secondary,no,0,no,no,cellular,22,5,320,1,-1,0,unknown,no
58,retired,divorced,primary,no,1194,yes,no,cellular,22,5,807,1,310,1,other,no
60,blue-collar,married,secondary,no,576,no,no,cellular,22,5,190,1,-1,0,unknown,no
33,student,single,unknown,no,86,no,no,cellular,22,5,136,1,-1,0,unknown,no
43,services,married,secondary,no,2145,no,no,cellular,22,5,271,1,183,3,failure,yes
39,technician,married,secondary,no,116,no,no,cellular,22,5,554,2,-1,0,unknown,yes
39,management,married,tertiary,no,622,no,no,cellular,22,5,181,2,184,1,failure,no
54,management,married,tertiary,no,511,no,no,cellular,22,5,264,2,94,3,failure,no
45,management,single,tertiary,no,311,yes,yes,cellular,22,5,81,1,-1,0,unknown,no
36,management,married,tertiary,no,332,yes,no,cellular,22,5,566,7,-1,0,unknown,no
26,student,single,secondary,no,620,no,no,cellular,22,5,223,1,94,1,success,yes
35,management,married,tertiary,no,0,no,no,cellular,22,5,98,1,-1,0,unknown,no
44,technician,married,secondary,no,2981,yes,yes,cellular,22,5,106,1,101,2,failure,no
39,management,single,tertiary,no,307,no,no,cellular,22,5,182,2,-1,0,unknown,yes
43,management,divorced,unknown,no,7702,no,no,cellular,22,5,460,1,95,2,success,yes
27,student,single,tertiary,no,3733,yes,no,cellular,22,5,198,1,98,6,success,yes
46,services,married,secondary,no,1381,yes,no,cellular,22,5,115,3,379,1,failure,no
32,services,single,secondary,no,3993,no,no,cellular,22,5,148,2,-1,0,unknown,yes
46,admin.,single,secondary,no,533,no,no,cellular,22,5,71,1,-1,0,unknown,no
29,management,single,tertiary,no,428,no,no,cellular,22,5,293,2,-1,0,unknown,yes
32,management,single,tertiary,no,23,no,no,cellular,22,5,137,2,-1,0,unknown,no
36,unemployed,single,tertiary,no,953,yes,no,cellular,22,5,169,1,94,2,other,no
42,management,married,primary,no,5310,yes,no,cellular,22,5,545,2,186,1,success,yes
28,technician,single,secondary,no,1532,no,no,cellular,22,5,253,1,107,5,failure,no
53,blue-collar,married,unknown,no,2509,no,no,telephone,22,5,231,2,-1,0,unknown,yes
57,technician,married,secondary,no,573,yes,yes,cellular,22,5,105,2,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,999,no,no,cellular,22,5,157,3,-1,0,unknown,no
36,management,married,tertiary,no,255,no,no,cellular,22,5,970,2,92,2,other,yes
26,technician,married,tertiary,no,2026,no,no,cellular,22,5,43,1,-1,0,unknown,no
40,admin.,married,tertiary,no,1,yes,no,telephone,22,5,249,3,-1,0,unknown,no
38,management,single,tertiary,no,4841,no,no,cellular,22,5,580,3,-1,0,unknown,no
27,management,single,tertiary,no,616,yes,no,cellular,22,5,685,1,101,1,other,yes
39,unemployed,single,secondary,no,2208,no,no,telephone,22,5,23,2,-1,0,unknown,no
29,management,single,tertiary,no,7578,no,no,cellular,22,5,46,3,-1,0,unknown,no
21,student,single,primary,no,1596,no,no,cellular,25,5,101,2,-1,0,unknown,no
31,admin.,single,secondary,no,554,yes,no,cellular,25,5,97,3,103,2,failure,no
35,admin.,single,secondary,no,1810,yes,no,cellular,25,5,65,2,-1,0,unknown,no
43,admin.,single,secondary,no,733,yes,no,cellular,25,5,282,1,187,3,success,yes
39,technician,divorced,secondary,no,385,no,no,cellular,25,5,644,1,-1,0,unknown,no
54,blue-collar,married,primary,no,258,no,no,telephone,25,5,86,1,88,1,failure,no
29,admin.,single,secondary,no,265,yes,no,cellular,25,5,304,1,-1,0,unknown,no
32,technician,single,secondary,no,2979,no,no,cellular,25,5,156,1,-1,0,unknown,no
38,housemaid,married,secondary,no,110,no,no,cellular,25,5,167,1,-1,0,unknown,no
42,technician,married,secondary,no,994,yes,no,cellular,25,5,365,5,-1,0,unknown,no
37,technician,married,tertiary,no,732,no,no,cellular,25,5,354,1,-1,0,unknown,no
47,technician,married,secondary,no,0,yes,no,cellular,25,5,234,1,-1,0,unknown,no
32,technician,married,tertiary,no,8023,no,no,cellular,25,5,146,1,97,1,other,no
27,student,single,tertiary,no,118,no,no,cellular,25,5,112,1,-1,0,unknown,no
32,admin.,married,secondary,no,31,no,no,cellular,25,5,101,1,-1,0,unknown,no
33,technician,single,secondary,no,2583,no,no,cellular,25,5,241,1,108,1,failure,no
28,self-employed,single,tertiary,no,2503,no,no,cellular,25,5,426,1,-1,0,unknown,yes
49,technician,married,tertiary,no,1843,yes,no,cellular,25,5,269,1,-1,0,unknown,no
29,technician,single,secondary,no,594,no,no,cellular,25,5,128,1,-1,0,unknown,no
60,retired,divorced,tertiary,no,439,no,yes,cellular,25,5,464,1,321,1,failure,yes
29,technician,single,secondary,no,590,no,no,cellular,25,5,124,1,-1,0,unknown,yes
35,technician,single,secondary,no,204,yes,no,cellular,25,5,236,1,-1,0,unknown,yes
26,blue-collar,single,tertiary,no,567,no,no,cellular,25,5,421,1,-1,0,unknown,yes
26,student,single,unknown,no,689,no,no,cellular,25,5,678,2,-1,0,unknown,yes
28,unemployed,married,tertiary,no,482,no,no,cellular,25,5,119,1,-1,0,unknown,yes
34,technician,single,tertiary,no,612,no,no,cellular,25,5,91,1,-1,0,unknown,no
35,admin.,married,secondary,no,514,yes,no,cellular,25,5,56,1,185,1,other,no
54,technician,married,secondary,no,1299,yes,no,cellular,25,5,104,1,-1,0,unknown,no
26,student,single,tertiary,no,5169,yes,no,cellular,25,5,397,1,35,2,failure,yes
26,student,single,tertiary,no,5741,no,no,cellular,25,5,327,1,-1,0,unknown,no
20,student,single,secondary,no,162,no,no,cellular,25,5,106,2,-1,0,unknown,no
36,services,married,tertiary,no,562,no,no,cellular,25,5,90,1,-1,0,unknown,no
35,management,single,tertiary,no,2988,yes,no,cellular,25,5,179,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,11219,no,no,cellular,25,5,112,1,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,no,cellular,25,5,265,1,-1,0,unknown,no
36,management,single,tertiary,no,1379,no,no,cellular,25,5,189,1,186,1,failure,yes
33,admin.,divorced,tertiary,no,777,no,yes,cellular,25,5,344,1,-1,0,unknown,no
33,services,married,tertiary,no,570,no,no,cellular,25,5,70,1,-1,0,unknown,no
28,technician,single,tertiary,no,386,no,no,cellular,25,5,867,1,-1,0,unknown,yes
28,technician,single,tertiary,no,0,yes,no,cellular,25,5,269,1,40,2,failure,yes
30,admin.,married,tertiary,no,501,yes,yes,cellular,25,5,92,1,-1,0,unknown,no
49,technician,divorced,secondary,no,972,no,no,cellular,25,5,613,2,-1,0,unknown,no
28,management,single,tertiary,no,957,no,no,cellular,25,5,915,2,-1,0,unknown,yes
44,services,married,secondary,no,27,no,no,cellular,25,5,485,1,-1,0,unknown,no
56,retired,married,tertiary,no,281,no,no,cellular,25,5,185,1,83,2,success,no
37,admin.,married,secondary,no,0,yes,no,cellular,25,5,200,1,-1,0,unknown,no
30,technician,single,secondary,no,156,yes,no,cellular,25,5,157,4,363,5,failure,no
50,services,divorced,secondary,no,641,no,no,cellular,25,5,128,3,-1,0,unknown,no
40,technician,married,secondary,no,312,no,no,cellular,25,5,612,7,-1,0,unknown,yes
37,entrepreneur,married,primary,no,0,no,no,cellular,25,5,163,1,-1,0,unknown,no
34,admin.,married,secondary,no,75,yes,yes,cellular,25,5,111,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,5,288,1,96,2,success,yes
34,management,married,secondary,no,724,yes,no,cellular,25,5,305,1,-1,0,unknown,no
31,admin.,single,tertiary,no,117,yes,no,cellular,25,5,77,1,-1,0,unknown,no
